<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FPT,20180118,30.3571,30.7216,29.9926,30.7216,3314290
FPT,20180117,31.7630,31.8151,30.7216,30.7216,2259230
FPT,20180116,31.7109,32.0234,31.3985,31.7630,1512380
FPT,20180115,31.2943,31.8671,31.0860,31.7630,2296030
FPT,20180112,32.1796,32.2838,31.3465,31.3464,2824950
FPT,20180111,31.8151,32.2317,31.6068,32.0234,2420150
FPT,20180110,32.2837,32.8044,31.8151,32.0234,2610670
FPT,20180109,31.7630,32.4399,31.3985,32.3358,4010010
FPT,20180108,31.0340,31.7109,30.8778,31.7109,2529030
FPT,20180105,31.7630,31.8151,31.1902,31.2423,2851450
FPT,20180104,31.2423,31.7630,31.1903,31.7630,2784800
FPT,20180103,31.5027,31.6068,30.9820,31.1382,2829930
FPT,20180102,29.8363,31.1381,29.7843,31.1382,5022160
FPT,20171229,29.7843,29.9926,29.6802,29.7322,1559860
FPT,20171228,29.5240,29.9926,29.4199,29.7843,1916250
FPT,20171227,29.9405,29.9405,29.4718,29.5240,1703070
FPT,20171226,30.2009,30.2009,29.7322,29.7322,1246050
FPT,20171225,29.8363,30.2529,29.8363,29.9926,2393910
FPT,20171222,29.3678,29.8885,29.2637,29.7322,1738070
FPT,20171221,29.5761,29.8885,29.2116,29.3678,1845520
FPT,20171220,28.7429,29.6802,28.7429,29.3157,1960650
FPT,20171219,29.3157,29.5240,28.5867,28.7429,2483570
FPT,20171218,29.6802,29.7843,29.2115,29.3157,1793760
FPT,20171215,29.1595,29.5760,28.8991,29.4198,1611640
FPT,20171214,28.3785,29.1074,28.3785,29.1074,1276430
FPT,20171213,28.2743,28.5347,27.9619,28.4826,1625860
FPT,20171212,28.1701,28.4825,26.4518,27.9619,3113980
FPT,20171211,28.3784,28.7429,27.8577,27.8577,2736380
FPT,20171208,29.1594,29.4198,28.6908,28.8991,1924190
FPT,20171207,29.5760,29.9405,29.0553,29.2115,1655580
FPT,20171206,29.6802,29.8364,29.1595,29.5760,3522030
FPT,20171205,30.6174,30.8778,29.8363,29.8364,3558740
FPT,20171204,30.4613,30.7737,30.3571,30.6174,2204370
FPT,20171201,30.3051,30.5133,30.0447,30.4092,1829280
FPT,20171130,31.1902,31.2423,30.4092,30.4092,3002720
FPT,20171129,30.2009,31.0860,29.8884,30.8778,3845300
FPT,20171128,30.2009,30.3050,29.7843,29.9405,2292500
FPT,20171127,30.2009,31.0861,30.2009,30.3050,2653980
FPT,20171124,29.9405,30.2009,29.6802,30.1488,2370820
FPT,20171123,30.2009,30.6175,29.7843,29.9926,3536130
FPT,20171122,29.6802,30.2009,29.6802,30.2009,2596350
FPT,20171121,30.3050,30.6174,29.7843,29.7843,3385720
FPT,20171120,29.2116,30.2009,29.1074,30.1488,3802520
FPT,20171117,29.8364,29.8364,29.1074,29.5240,3930560
FPT,20171116,29.8885,30.5654,29.4719,29.6802,3733760
FPT,20171115,28.1701,29.6802,28.1181,29.6281,4665890
FPT,20171114,28.3785,28.8992,27.8577,28.0660,4332100
FPT,20171113,27.1808,28.5346,27.0246,28.1181,4769280
FPT,20171110,27.3370,27.7536,27.1808,27.1808,1369700
FPT,20171109,27.8057,27.8578,27.2850,27.3891,1720600
FPT,20171108,26.6601,27.5974,26.5560,27.5974,3385930
FPT,20171107,26.8163,26.8163,26.5038,26.6601,1141790
FPT,20171106,26.7642,26.9725,26.5038,26.7642,1608490
FPT,20171103,26.0352,26.5560,25.7228,26.5559,1200390
FPT,20171102,26.5039,26.7642,25.9311,26.2956,1244900
FPT,20171101,26.2956,26.5559,26.2435,26.4518,907980
FPT,20171031,26.0352,26.7642,25.8269,26.2435,1618160
FPT,20171030,26.1394,26.4518,25.9832,26.0352,1707190
FPT,20171027,25.7229,26.1394,25.5927,26.1394,734980
FPT,20171026,25.9311,25.9831,25.5145,25.8270,1089860
FPT,20171025,25.7749,25.9312,25.6708,25.8790,768500
FPT,20171024,25.6708,25.9312,25.5927,25.6708,879390
FPT,20171023,26.1915,26.1915,25.6708,25.6708,1116150
FPT,20171020,26.1915,26.3998,26.0353,26.1915,767080
FPT,20171019,26.2956,26.6601,26.0873,26.3477,977340
FPT,20171018,26.7642,27.0246,26.2956,26.2956,1237160
FPT,20171017,26.8163,26.8163,26.5038,26.8163,861260
FPT,20171016,26.5560,27.0767,26.5039,26.7642,1249640
FPT,20171013,26.6600,26.7121,26.3476,26.6601,1078760
FPT,20171012,26.0353,26.7643,26.0353,26.5559,2004500
FPT,20171011,25.7229,26.2956,25.6708,25.9832,2540980
FPT,20171010,25.3844,25.6708,25.3844,25.6708,1234640
FPT,20171009,25.5146,25.5146,25.3063,25.4104,585830
FPT,20171006,25.1500,25.4104,25.1500,25.3844,569960
FPT,20171005,25.2021,25.4885,24.9939,25.1500,658270
FPT,20171004,24.9417,25.0979,24.8897,25.0199,518400
FPT,20171003,25.0980,25.0980,24.8116,24.9157,1087970
FPT,20171002,25.3844,25.4885,25.0199,25.0980,911190
FPT,20170929,25.4625,25.5145,25.3063,25.3844,395560
FPT,20170928,25.5145,25.6447,25.2021,25.4885,774370
FPT,20170927,25.5145,25.7228,25.3583,25.5145,868830
FPT,20170926,25.4364,25.5145,25.2542,25.5145,878850
FPT,20170925,25.9051,25.9051,25.4365,25.4364,745050
FPT,20170922,25.8269,26.0092,25.7228,25.7489,1394280
FPT,20170921,25.4625,25.8270,25.3844,25.7228,2667670
FPT,20170920,25.3323,25.3843,25.1761,25.3323,631410
FPT,20170919,25.2542,25.4365,25.2021,25.2021,869330
FPT,20170918,25.1761,25.2021,24.9939,25.1761,803430
FPT,20170915,25.1501,25.2542,24.9939,25.0980,794420
FPT,20170914,25.5146,25.5146,25.1761,25.1761,857090
FPT,20170913,25.1500,25.7228,25.1500,25.3844,1944610
FPT,20170912,24.7335,25.0459,24.6814,25.0459,853680
FPT,20170911,24.8376,25.0980,24.6293,24.6554,843320
FPT,20170908,24.9939,24.9939,24.8377,24.8376,478140
FPT,20170907,24.9939,25.1501,24.9418,24.9418,479950
FPT,20170906,25.2282,25.2282,24.8897,25.0980,510590
FPT,20170905,25.3063,25.3063,25.1241,25.2542,447330
FPT,20170901,25.3063,25.3323,25.1501,25.3063,268680
FPT,20170831,24.8897,25.4104,24.8897,25.2542,1115030
FPT,20170830,24.8116,24.9418,24.7596,24.8897,322140
FPT,20170829,24.7335,25.0460,24.7075,24.8637,828090
FPT,20170828,24.6294,24.7856,24.6033,24.7856,569140
FPT,20170825,24.8897,24.9157,24.7335,24.7335,374570
FPT,20170824,24.6814,24.8897,24.5773,24.8376,433820
FPT,20170823,24.4731,24.7335,24.4731,24.5773,517300
FPT,20170822,24.8377,24.8637,24.5252,24.5252,416720
FPT,20170821,24.9939,24.9939,24.7335,24.8637,355750
FPT,20170818,24.6814,24.8897,24.4210,24.7335,363920
FPT,20170817,24.9941,25.0982,24.6817,24.6814,640030
FPT,20170816,24.9388,24.9388,24.7093,24.7858,814430
FPT,20170815,25.0918,25.0918,24.7348,24.9388,820690
FPT,20170814,25.4998,25.4998,25.0918,25.0918,773240
FPT,20170811,24.9898,25.2448,24.7858,25.2193,548460
FPT,20170810,24.4798,24.9643,24.4798,24.9388,872820
FPT,20170809,24.9388,24.9388,24.5563,24.6838,1842380
FPT,20170808,25.4233,25.4998,24.9643,24.9643,1460460
FPT,20170807,25.5507,25.5507,25.3467,25.4233,766980
FPT,20170804,25.6527,25.7037,25.2702,25.5507,827080
FPT,20170803,25.3468,26.0608,25.2448,25.5507,1998770
FPT,20170802,25.0663,25.4488,24.8368,25.1938,2150390
FPT,20170801,24.7093,25.2193,24.5818,24.9898,1455870
FPT,20170731,24.7348,24.7858,24.5308,24.6583,663380
FPT,20170728,24.5818,24.8113,24.4288,24.7603,1611740
FPT,20170727,24.4798,24.8113,24.3268,24.5818,1244010
FPT,20170726,23.8168,24.3778,23.8168,24.3778,702050
FPT,20170725,23.7148,23.9188,23.5618,23.8168,592490
FPT,20170724,23.5618,23.7658,23.4598,23.7148,596990
FPT,20170721,23.9698,24.1228,23.5618,23.5618,663330
FPT,20170720,23.7658,23.9188,23.5618,23.8678,896480
FPT,20170719,24.3778,24.6328,23.7658,23.9188,984170
FPT,20170718,24.2758,24.4798,24.1483,24.3778,866850
FPT,20170717,24.8368,24.8368,24.3268,24.4798,905330
FPT,20170714,24.9133,24.9643,24.6838,24.8368,541080
FPT,20170713,24.3778,24.9133,24.3268,24.9133,972830
FPT,20170712,24.4288,24.5308,23.9953,24.4543,758630
FPT,20170711,24.4288,24.5308,23.9698,24.2758,1027560
FPT,20170710,24.5818,24.8368,24.2758,24.5818,1816570
FPT,20170707,24.5308,25.1938,24.4798,24.7858,2447400
FPT,20170706,23.8423,24.4288,23.7658,24.4288,1924630
FPT,20170705,23.7148,23.8168,23.6893,23.8168,508490
FPT,20170704,23.7148,23.8168,23.6128,23.7658,922560
FPT,20170703,23.8933,23.8933,23.6128,23.6638,662700
FPT,20170630,23.7148,23.8933,23.3578,23.8933,1117400
FPT,20170629,23.6128,23.7913,23.6128,23.7148,730260
FPT,20170628,23.4088,23.6638,23.2813,23.6383,940300
FPT,20170627,23.7148,23.7658,23.1793,23.3068,2818290
FPT,20170626,24.4033,24.4033,23.7148,23.8168,1375990
FPT,20170623,24.2758,24.3778,24.0718,24.1993,759780
FPT,20170622,24.1228,24.6328,24.1228,24.2758,1244630
FPT,20170621,23.6128,24.2248,23.4853,24.2248,1942410
FPT,20170620,23.7148,23.7148,23.4598,23.5363,762030
FPT,20170619,23.4598,23.6638,23.4343,23.6128,1192040
FPT,20170616,23.2048,23.3323,23.1028,23.3068,603990
FPT,20170615,23.0773,23.1538,22.9753,23.1538,615030
FPT,20170614,23.3578,23.3578,23.0008,23.0518,780590
FPT,20170613,22.9498,23.4088,22.9498,23.1283,1573850
FPT,20170612,22.9498,23.0518,22.7458,22.7968,553000
FPT,20170609,22.5418,23.2048,22.5418,23.0263,1569640
FPT,20170608,22.4398,22.6183,22.2868,22.5418,630430
FPT,20170607,22.8478,22.8478,22.4653,22.4653,842710
FPT,20170606,22.0828,22.8478,22.0828,22.5928,1481770
FPT,20170605,22.2358,22.2613,22.0063,22.0573,666610
FPT,20170602,22.2358,22.2868,21.9808,22.0573,809190
FPT,20170601,21.9808,22.1848,21.9808,22.1593,787160
FPT,20170531,21.9298,22.2103,21.9298,21.9298,1063000
FPT,20170530,21.5728,22.2613,21.5728,21.9298,1868870
FPT,20170529,21.4708,21.7768,21.4708,21.7258,634230
FPT,20170526,21.7258,21.7258,21.4198,21.4708,868540
FPT,20170525,21.9436,21.9436,21.6629,21.7258,1713400
FPT,20170524,21.3747,21.3964,21.2226,21.3312,1304860
FPT,20170523,21.1358,21.4616,21.0706,21.2226,2066240
FPT,20170522,21.0705,21.3095,21.0705,21.0706,1719610
FPT,20170519,20.8099,21.0271,20.7665,21.0271,718260
FPT,20170518,20.8317,21.1575,20.7013,20.8099,909220
FPT,20170517,20.6361,20.8533,20.5275,20.7665,553800
FPT,20170516,20.7665,20.9837,20.6144,20.6361,638370
FPT,20170515,20.8534,20.8534,20.7448,20.7665,506520
FPT,20170512,20.8968,21.0271,20.8534,20.8534,528780
FPT,20170511,20.8968,21.0271,20.7013,20.8968,709020
FPT,20170510,21.0706,21.2661,20.8968,20.8968,1568980
FPT,20170509,20.5058,20.9837,20.5058,20.9837,1168370
FPT,20170508,20.3755,20.4841,20.3321,20.4189,367850
FPT,20170505,20.4189,20.5275,20.3755,20.4624,309370
FPT,20170504,20.4189,20.5927,20.3755,20.4189,692490
FPT,20170503,20.2886,20.5493,20.1800,20.4189,806650
FPT,20170428,20.1583,20.2234,19.9845,20.1800,444560
FPT,20170427,20.0279,20.2886,20.0279,20.2017,1001040
FPT,20170426,19.9410,20.0062,19.8541,19.9845,483590
FPT,20170425,19.8107,19.9845,19.7673,19.8324,602100
FPT,20170424,19.9193,20.0062,19.8324,19.8759,465680
FPT,20170421,20.0714,20.1582,19.9193,19.9193,407700
FPT,20170420,19.9845,20.1366,19.8976,19.9193,526060
FPT,20170419,19.9845,20.1583,19.9411,19.9845,1132270
FPT,20170418,19.8541,19.9844,19.7020,19.9845,596530
FPT,20170417,20.0062,20.2017,19.8541,19.8541,1066820
FPT,20170414,20.4623,20.4841,19.9410,20.0062,1444000
FPT,20170413,20.5710,20.6796,20.5058,20.5275,518960
FPT,20170412,20.4189,20.7448,20.3972,20.6579,1296510
FPT,20170411,20.4189,20.5492,20.3320,20.3972,405130
FPT,20170410,20.4189,20.5275,20.3755,20.4189,421960
FPT,20170407,20.1365,20.4406,20.1365,20.4189,900280
FPT,20170405,20.4189,20.4189,20.2234,20.2234,598970
FPT,20170404,20.1365,20.4189,20.1365,20.4189,981010
FPT,20170403,20.5492,20.6361,20.1582,20.1582,1994720
FPT,20170331,20.4624,20.7231,20.4190,20.5492,1213360
FPT,20170330,20.6361,20.7882,20.4623,20.4624,752470
FPT,20170329,20.5927,20.7665,20.5058,20.6361,605170
FPT,20170328,20.6796,20.9620,20.5493,20.5927,1161770
FPT,20170327,20.6796,20.8533,20.5275,20.6796,1021940
FPT,20170324,21.0272,21.2878,20.6145,20.7230,1937460
FPT,20170323,19.9845,20.8533,19.9410,20.8534,2026020
FPT,20170322,20.2885,20.3103,20.0279,20.0279,1208130
FPT,20170321,20.3320,20.5275,20.2451,20.2451,1881270
FPT,20170320,19.9410,20.2886,19.9410,20.2451,1573640
FPT,20170317,19.9410,20.1148,19.8758,19.9410,987600
FPT,20170316,19.8107,19.9411,19.7673,19.8541,610500
FPT,20170315,19.8541,19.9410,19.7455,19.7890,632570
FPT,20170314,19.8976,20.0714,19.8542,19.8541,600400
FPT,20170313,20.0279,20.1148,19.8542,19.8759,463260
FPT,20170310,19.8975,20.1582,19.8541,19.9845,1204950
FPT,20170309,19.8976,19.9410,19.7673,19.7672,517110
FPT,20170308,19.8542,19.9845,19.7890,19.8976,486250
FPT,20170307,19.9844,19.9844,19.7889,19.8976,474030
FPT,20170306,19.8324,20.0279,19.8324,19.9627,519090
FPT,20170303,19.7455,19.9410,19.6152,19.8324,400430
FPT,20170302,19.8541,19.9410,19.7238,19.7455,625140
FPT,20170301,19.9193,19.9410,19.7021,19.8541,814870
FPT,20170228,20.2451,20.3320,19.8976,19.9193,787960
FPT,20170227,19.9845,20.3755,19.9845,20.2234,1791360
FPT,20170224,19.9845,20.0279,19.7673,19.9845,929360
FPT,20170223,19.9410,20.1365,19.8324,19.9845,1042580
FPT,20170222,19.8541,20.1148,19.7238,19.8976,1230810
FPT,20170221,19.6803,19.9410,19.5717,19.7238,1056640
FPT,20170220,19.6804,19.7238,19.5501,19.5717,739970
FPT,20170217,19.6370,19.7673,19.5066,19.6804,816130
FPT,20170216,19.9845,20.0931,19.6804,19.6804,1114930
FPT,20170215,20.2016,20.2016,19.8975,19.9845,1155260
FPT,20170214,19.5500,20.1582,19.5065,20.1582,1942460
FPT,20170213,19.3763,19.4849,19.2894,19.4631,843490
FPT,20170210,19.3328,19.3762,19.2242,19.3111,615430
FPT,20170209,19.3762,19.4196,19.3328,19.3545,796670
FPT,20170208,19.3762,19.5283,19.3111,19.3762,580940
FPT,20170207,19.2242,19.4197,19.2242,19.3328,919390
FPT,20170206,19.3328,19.3328,19.2025,19.2459,553780
FPT,20170203,19.4197,19.5066,19.2894,19.4197,497380
FPT,20170202,19.6369,19.7238,19.3763,19.5066,487480
FPT,20170125,19.5066,19.6804,19.3980,19.5935,421770
FPT,20170124,19.4197,19.5066,19.2459,19.4197,280500
FPT,20170123,19.2894,19.3763,19.2025,19.3111,457700
FPT,20170120,19.0287,19.3328,19.0070,19.2025,662850
FPT,20170119,19.0287,19.1156,18.8766,19.0287,589210
FPT,20170118,19.4197,19.4197,19.0287,19.0287,496120
FPT,20170117,19.1156,19.4632,19.1156,19.2894,521250
FPT,20170116,19.5066,19.5066,19.1156,19.1156,896110
FPT,20170113,20.0279,20.1582,19.4196,19.5066,1640150
FPT,20170112,20.0279,20.0713,19.9193,19.9627,540350
FPT,20170111,20.1148,20.2452,20.0279,20.0279,740990
FPT,20170110,19.6586,19.9845,19.6152,19.9845,1045680
FPT,20170109,19.5717,19.7238,19.5066,19.6369,501610
FPT,20170106,19.6369,19.7673,19.5283,19.5283,799750
FPT,20170105,19.6369,19.7238,19.5934,19.5935,613870
FPT,20170104,19.4632,19.8542,19.4197,19.6586,1022560
FPT,20170103,19.2459,19.5283,19.2459,19.4849,1013070
FPT,20161230,18.9418,19.2242,18.8332,19.1156,1643340
FPT,20161229,19.0287,19.0287,18.8115,18.8766,376220
FPT,20161228,18.7897,19.0287,18.7897,18.9418,864320
FPT,20161227,18.5508,18.8984,18.5508,18.7463,789970
FPT,20161226,18.5291,18.6377,18.4639,18.5508,243940
FPT,20161223,18.6159,18.6159,18.4639,18.5291,325140
FPT,20161222,18.5942,18.7680,18.4639,18.4856,659310
FPT,20161221,18.4856,18.5725,18.4422,18.4639,377770
FPT,20161220,18.4856,18.6377,18.4639,18.4856,293780
FPT,20161219,18.2901,18.5508,18.2901,18.5508,218900
FPT,20161216,18.2249,18.2901,18.1598,18.2901,298690
FPT,20161215,18.2467,18.2901,18.1598,18.1815,282950
FPT,20161214,18.1598,18.3336,18.1381,18.2467,394960
FPT,20161213,18.3336,18.3988,18.1598,18.1598,359950
FPT,20161212,18.6811,18.6811,18.3336,18.3336,372110
FPT,20161209,18.4856,18.8984,18.4639,18.6377,355440
FPT,20161208,18.4639,18.4639,18.3335,18.3553,145770
FPT,20161207,18.3770,18.4639,18.2901,18.2901,283670
FPT,20161206,18.5943,18.6160,18.3771,18.3770,407380
FPT,20161205,18.6811,18.7680,18.5073,18.5074,320460
FPT,20161202,18.7680,18.8332,18.6377,18.6594,265850
FPT,20161201,18.7680,19.0287,18.7680,18.7680,247450
FPT,20161130,18.6811,18.8332,18.6377,18.8332,284250
FPT,20161129,18.8984,18.8984,18.5508,18.7463,488970
FPT,20161128,19.0939,19.0939,18.7681,18.8984,401290
FPT,20161125,19.2893,19.2893,19.0721,19.0939,523930
FPT,20161124,19.0287,19.4415,19.0287,19.2676,1109900
FPT,20161123,18.8115,19.1590,18.7246,19.0939,933400
FPT,20161122,18.6812,18.8332,18.6812,18.7246,475660
FPT,20161121,18.7680,18.8549,18.5943,18.7246,398940
FPT,20161118,18.4640,18.7463,18.4640,18.7246,272520
FPT,20161117,18.7029,18.7029,18.5074,18.5074,342390
FPT,20161116,18.8114,18.8549,18.5942,18.7029,483700
FPT,20161115,18.5942,18.7680,18.5508,18.7680,410010
FPT,20161114,18.5508,18.6811,18.5073,18.5725,357500
FPT,20161111,18.6377,18.8766,18.5942,18.6811,549240
FPT,20161110,18.5074,18.6377,18.4639,18.5508,279210
FPT,20161109,18.6160,18.6160,17.8557,18.3336,1259800
FPT,20161108,18.5942,18.7897,18.5942,18.6160,357870
FPT,20161107,18.2902,18.6377,18.2902,18.5942,270420
FPT,20161104,18.2467,18.4205,18.2467,18.3119,216080
FPT,20161103,18.4640,18.4640,18.1164,18.2467,819360
FPT,20161102,18.8115,18.8549,18.5074,18.5074,607470
FPT,20161101,18.9418,18.9418,18.8115,18.8115,287980
FPT,20161031,18.9852,19.0721,18.8984,18.8984,366100
FPT,20161028,18.7680,18.9418,18.7463,18.9418,623240
FPT,20161027,18.8114,18.8114,18.6811,18.7680,320770
FPT,20161026,18.7680,18.9418,18.6377,18.6811,498350
FPT,20161025,18.7680,19.0721,18.5942,18.7680,798790
FPT,20161024,18.8549,18.9418,18.7246,18.7680,683800
FPT,20161021,18.8984,19.0070,18.8550,18.8549,368030
FPT,20161020,19.1590,19.2025,18.8766,18.8984,452160
FPT,20161019,18.8984,19.1807,18.8984,19.0504,484690
FPT,20161018,18.8549,19.0504,18.6811,18.9418,461070
FPT,20161017,19.0721,19.0721,18.8549,18.8549,799570
FPT,20161014,19.0722,19.1590,19.0287,19.0504,556120
FPT,20161013,18.9853,19.2025,18.8549,19.1156,455610
FPT,20161012,19.2894,19.3762,18.9852,19.0287,737050
FPT,20161011,18.9418,19.3328,18.7463,19.3328,1576130
FPT,20161010,19.5717,19.5717,18.9418,18.9418,2105790
FPT,20161007,20.0496,20.1148,19.4197,19.5717,2656510
FPT,20161006,20.3320,20.3972,20.0279,20.0279,808750
FPT,20161005,20.4189,20.4189,20.2668,20.3320,482560
FPT,20161004,20.3755,20.5710,19.9845,20.3320,1945280
FPT,20161003,20.2886,20.5058,20.1148,20.2669,1063670
FPT,20160930,20.5927,20.5927,20.2669,20.2669,1725770
FPT,20160929,20.6796,20.8533,20.4623,20.5710,1885090
FPT,20160928,20.7013,21.0706,20.6796,20.8099,1675680
FPT,20160927,20.7448,20.7665,20.5493,20.7665,2011410
FPT,20160926,20.6796,20.9403,20.6796,20.7665,1938720
FPT,20160923,20.3320,20.6795,20.3320,20.5927,2331180
FPT,20160922,19.7672,20.5926,19.7672,20.2451,2821740
FPT,20160921,19.8541,19.9410,19.7238,19.7672,872200
FPT,20160920,19.7673,19.9411,19.6370,19.8324,1374570
FPT,20160919,19.7238,19.7672,19.4631,19.6804,944500
FPT,20160916,19.3328,19.5500,19.2893,19.5500,855440
FPT,20160915,19.7672,19.7672,19.3328,19.4631,1111400
FPT,20160914,19.6152,19.9627,19.5500,19.7672,1283090
FPT,20160913,19.5500,19.7021,19.3328,19.6369,1151590
FPT,20160912,19.7672,19.8107,19.5065,19.5500,1220220
FPT,20160909,19.9845,20.2017,19.7673,19.8541,1833910
FPT,20160908,19.2893,20.0713,19.2024,19.8107,3243480
FPT,20160907,19.1591,19.1591,18.8984,19.1590,1332450
FPT,20160906,19.2894,19.4631,19.2025,19.2025,1385380
FPT,20160905,19.3328,19.4631,19.1590,19.3328,964870
FPT,20160901,19.2459,19.5500,19.1155,19.3328,2145860
FPT,20160831,18.6377,19.2894,18.5508,19.0721,3190540
FPT,20160830,18.4640,18.6377,18.4640,18.5074,529860
FPT,20160829,18.7680,18.8983,18.5073,18.5074,996310
FPT,20160826,18.4205,18.8549,18.4205,18.6811,2217420
FPT,20160825,18.2901,18.4639,18.2033,18.4205,601280
FPT,20160824,18.1598,18.4205,18.1598,18.2467,749230
FPT,20160823,18.1598,18.2033,17.9861,18.1164,443570
FPT,20160822,18.2459,18.2893,18.0286,18.0295,944470
FPT,20160819,18.3670,18.3670,17.9853,17.9852,662470
FPT,20160818,18.3246,18.6639,18.2398,18.2822,1044090
FPT,20160817,18.1125,18.4518,18.0277,18.3246,1354570
FPT,20160816,17.8156,18.2398,17.6459,18.1125,1933670
FPT,20160815,17.6459,17.6883,17.6035,17.6459,281220
FPT,20160812,17.8155,17.9852,17.6034,17.6459,527660
FPT,20160811,17.5186,17.7307,17.4762,17.7307,585310
FPT,20160810,17.2642,17.4338,17.2642,17.4338,236760
FPT,20160809,17.3065,17.3490,17.2217,17.3490,271030
FPT,20160808,17.2641,17.3914,17.2217,17.2217,274690
FPT,20160805,17.1369,17.2642,17.0521,17.1793,461730
FPT,20160804,17.1793,17.3066,17.1369,17.1369,340270
FPT,20160803,17.2217,17.3065,17.1369,17.1793,467420
FPT,20160802,17.4338,17.4338,17.1793,17.2217,806630
FPT,20160801,17.3914,17.5187,17.3066,17.4338,419730
FPT,20160729,17.5186,17.5610,17.3913,17.3914,241530
FPT,20160728,17.5186,17.6883,17.4762,17.5186,512680
FPT,20160727,17.5187,17.6883,17.4763,17.5186,554520
FPT,20160726,17.4338,17.4762,17.3065,17.3490,469520
FPT,20160725,17.5186,17.5610,17.4338,17.4338,375880
FPT,20160722,17.6035,17.6035,17.3490,17.5186,958530
FPT,20160721,17.6883,17.8156,17.6035,17.6459,448120
FPT,20160720,17.7731,17.8579,17.6458,17.6459,575060
FPT,20160719,18.1125,18.1125,17.6883,17.7731,1148610
FPT,20160718,18.0277,18.1125,17.9004,18.0701,578400
FPT,20160715,18.1973,18.3245,18.0700,18.0701,730200
FPT,20160714,18.2397,18.6215,18.1973,18.2397,1880280
FPT,20160713,18.0701,18.3670,18.0701,18.1973,751090
FPT,20160712,18.0701,18.2398,17.8156,18.0701,744580
FPT,20160711,18.5366,18.6639,18.0700,18.0701,1035540
FPT,20160708,18.4094,18.8336,18.4094,18.4942,1594930
FPT,20160707,18.1125,18.6215,17.9852,18.3670,1592870
FPT,20160706,17.8580,18.0277,17.7731,17.9428,602040
FPT,20160705,18.0276,18.1124,17.9003,17.9004,791050
FPT,20160704,17.8155,18.1124,17.8155,18.0276,863920
FPT,20160701,17.8155,17.9428,17.7307,17.7731,579110
FPT,20160630,18.0277,18.0701,17.7308,17.7307,669690
FPT,20160629,17.4338,18.0276,17.4338,17.8156,1250570
FPT,20160628,17.4762,17.5610,17.3914,17.4762,328400
FPT,20160627,17.3490,17.5611,17.0521,17.4762,587560
FPT,20160624,17.6883,17.6883,16.5854,17.3490,2562810
FPT,20160623,17.9428,17.9852,17.7731,17.7731,826170
FPT,20160622,18.0277,18.1973,17.9852,17.9852,300480
FPT,20160621,18.1973,18.5791,18.0701,18.1125,1442710
FPT,20160620,17.1793,18.1974,17.1369,18.1125,1877120
FPT,20160617,17.1369,17.1793,17.0945,17.1369,206120
FPT,20160616,17.1792,17.2217,17.0944,17.1369,359320
FPT,20160615,17.1793,17.1793,17.0520,17.0944,414560
FPT,20160614,17.0945,17.1793,17.0945,17.1793,242560
FPT,20160613,17.1793,17.1793,17.1369,17.1369,237230
FPT,20160610,17.1369,17.2217,17.1369,17.1793,475190
FPT,20160609,17.2641,17.2641,17.1793,17.1793,325390
FPT,20160608,17.1793,17.2641,17.1369,17.2641,516630
FPT,20160607,17.2217,17.2217,17.0521,17.1793,559610
FPT,20160606,17.2641,17.2641,17.0520,17.1369,754110
FPT,20160603,17.3489,17.3489,17.2217,17.2641,400290
FPT,20160602,17.3913,17.3913,17.2641,17.3065,318100
FPT,20160601,17.3913,17.3913,17.3065,17.3065,519620
FPT,20160531,17.4762,17.4762,17.3065,17.3065,589350
FPT,20160530,17.3914,17.5611,17.3914,17.4338,447160
FPT,20160527,17.3219,17.4493,17.1521,17.3914,543580
FPT,20160526,17.2604,17.2965,17.1521,17.1521,1328870
FPT,20160525,17.2604,17.2965,17.1882,17.2243,598370
FPT,20160524,17.2965,17.3326,17.2243,17.2243,369180
FPT,20160523,17.4409,17.4409,17.2604,17.2604,345150
FPT,20160520,17.2243,17.2965,17.2243,17.2965,485060
FPT,20160519,17.3326,17.3326,17.1882,17.2243,186020
FPT,20160518,17.3326,17.4771,17.2243,17.2243,692880
FPT,20160517,17.1160,17.2604,17.0799,17.1882,354380
FPT,20160516,17.1160,17.1521,17.0438,17.0799,310390
FPT,20160513,17.1521,17.1882,17.0438,17.1160,393240
FPT,20160512,17.2965,17.2965,17.1160,17.1160,412430
FPT,20160511,17.2243,17.2604,17.0799,17.2243,290200
FPT,20160510,17.0076,17.1520,16.9715,17.0799,465650
FPT,20160509,17.1882,17.2604,17.0438,17.0437,605810
FPT,20160506,17.2604,17.3326,17.1521,17.1521,693360
FPT,20160505,17.2965,17.4770,17.2604,17.2604,908780
FPT,20160504,17.4049,17.4410,17.2243,17.3687,771190
FPT,20160429,17.4771,17.5854,17.4410,17.5493,614320
FPT,20160428,17.3326,17.8021,17.2243,17.4771,3007080
FPT,20160427,17.3326,17.3687,17.1521,17.2243,593060
FPT,20160426,17.2965,17.3326,17.1521,17.2965,333520
FPT,20160425,17.3326,17.4409,17.2604,17.2965,562230
FPT,20160422,17.0799,17.2604,17.0077,17.2604,829700
FPT,20160421,17.0798,17.1520,17.0076,17.0799,496340
FPT,20160420,16.9715,17.0437,16.9354,17.0076,878290
FPT,20160419,17.0437,17.1520,16.9715,16.9715,545970
